date,student_name,center,city,grade,present
2024-01-29,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-01-30,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-01-31,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-02-01,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-02-02,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-02-03,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-02-04,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-02-05,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-02-06,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-02-07,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-02-08,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-02-09,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-02-10,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-02-11,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-02-12,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-02-13,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-02-14,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-02-15,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-02-16,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-02-17,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-02-18,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-02-19,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-02-20,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-02-21,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-02-22,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-02-23,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-02-24,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-02-25,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-02-26,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-02-27,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-02-28,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-02-29,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-03-01,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-03-02,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-03-03,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-03-04,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-03-05,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-03-06,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-03-07,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-03-08,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-03-09,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-03-10,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-03-11,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-03-12,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-03-13,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-03-14,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-03-15,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-03-16,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-03-17,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-03-18,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-03-19,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-03-20,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-03-21,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-03-22,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-03-23,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-03-24,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-03-25,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-03-26,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-03-27,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-03-28,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-03-29,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-03-30,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-03-31,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-04-01,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-04-02,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-04-03,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-04-04,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-04-05,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-04-06,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-04-07,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-04-08,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-04-09,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-04-10,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-04-11,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-04-12,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-04-13,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-04-14,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-04-15,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-04-16,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-04-17,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-04-18,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-04-19,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-04-20,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-04-21,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-04-22,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-04-23,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-04-24,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-04-25,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-04-26,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-04-27,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-04-28,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-04-29,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-04-30,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-05-01,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-05-02,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-05-03,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-05-04,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-05-05,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-05-06,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-05-07,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-05-08,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-05-09,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-05-10,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-05-11,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-05-12,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-05-13,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-05-14,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-05-15,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-05-16,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-05-17,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-05-18,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-05-19,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-05-20,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-05-21,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-05-22,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-05-23,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-05-24,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-05-25,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-05-26,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-05-27,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-05-28,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-05-29,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-05-30,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-05-31,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-06-01,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-06-02,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-06-03,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-06-04,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-06-05,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-06-06,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-06-07,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-06-08,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-06-09,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-06-10,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-06-11,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-06-12,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-06-13,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-06-14,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-06-15,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-06-16,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-06-17,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-06-18,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-06-19,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-06-20,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-06-21,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-06-22,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-06-23,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-06-24,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-06-25,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-06-26,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-06-27,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-06-28,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-06-29,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-06-30,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-07-01,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-07-02,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-07-03,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-07-04,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-07-05,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-07-06,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-07-07,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-07-08,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-07-09,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-07-10,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-07-11,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-07-12,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-07-13,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-07-14,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-07-15,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-07-16,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-07-17,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-07-18,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-07-19,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-07-20,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-07-21,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-07-22,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-07-23,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-07-24,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-07-25,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-07-26,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-07-27,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-07-28,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-07-29,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-07-30,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-07-31,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-08-01,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-08-02,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-08-03,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-08-04,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-08-05,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-08-06,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-08-07,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-08-08,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-08-09,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-08-10,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-08-11,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-08-12,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-08-13,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-08-14,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-08-15,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-08-16,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-08-17,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-08-18,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-08-19,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-08-20,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-08-21,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-08-22,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-08-23,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-08-24,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-08-25,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-08-26,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-08-27,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-08-28,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-08-29,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-08-30,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-08-31,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-09-01,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-09-02,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-09-03,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-09-04,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-09-05,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-09-06,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-09-07,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-09-08,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-09-09,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-09-10,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-09-11,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-09-12,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-09-13,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-09-14,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-09-15,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-09-16,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-09-17,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-09-18,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-09-19,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-09-20,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-09-21,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-09-22,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-09-23,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-09-24,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-09-25,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-09-26,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-09-27,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-09-28,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-09-29,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-09-30,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-10-01,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-10-02,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-10-03,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-10-04,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-10-05,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-10-06,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-10-07,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-10-08,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-10-09,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-10-10,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-10-11,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-10-12,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-10-13,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-10-14,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-10-15,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-10-16,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-10-17,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-10-18,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-10-19,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-10-20,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-10-21,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-10-22,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-10-23,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-10-24,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-10-25,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-10-26,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-10-27,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-10-28,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-10-29,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-10-30,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-10-31,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-11-01,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-11-02,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-11-03,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-11-04,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-11-05,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-11-06,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-11-07,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-11-08,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-11-09,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-11-10,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-11-11,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-11-12,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-11-13,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-11-14,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-11-15,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-11-16,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-11-17,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-11-18,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-11-19,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-11-20,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-11-21,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-11-22,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-11-23,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-11-24,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-11-25,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-11-26,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-11-27,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-11-28,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-11-29,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-11-30,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-12-01,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-12-02,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-12-03,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-12-04,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-12-05,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-12-06,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-12-07,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-12-08,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-12-09,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-12-10,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-12-11,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-12-12,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-12-13,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-12-14,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-12-15,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-12-16,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-12-17,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-12-18,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-12-19,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-12-20,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-12-21,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-12-22,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-12-23,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-12-24,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-12-25,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-12-26,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-12-27,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-12-28,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-12-29,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-12-30,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-12-31,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-01-01,Meera Desai,Pune-12,Pune,5th,0
2024-01-02,Meera Desai,Pune-12,Pune,5th,1
2024-01-03,Meera Desai,Pune-12,Pune,5th,1
2024-01-04,Meera Desai,Pune-12,Pune,5th,1
2024-01-05,Meera Desai,Pune-12,Pune,5th,1
2024-01-06,Meera Desai,Pune-12,Pune,5th,1
2024-01-07,Meera Desai,Pune-12,Pune,5th,1
2024-01-08,Meera Desai,Pune-12,Pune,5th,0
2024-01-09,Meera Desai,Pune-12,Pune,5th,1
2024-01-10,Meera Desai,Pune-12,Pune,5th,1
2024-01-11,Meera Desai,Pune-12,Pune,5th,1
2024-01-12,Meera Desai,Pune-12,Pune,5th,1
2024-01-13,Meera Desai,Pune-12,Pune,5th,1
2024-01-14,Meera Desai,Pune-12,Pune,5th,1
2024-01-15,Meera Desai,Pune-12,Pune,5th,1
2024-01-16,Meera Desai,Pune-12,Pune,5th,1
2024-01-17,Meera Desai,Pune-12,Pune,5th,1
2024-01-18,Meera Desai,Pune-12,Pune,5th,1
2024-01-19,Meera Desai,Pune-12,Pune,5th,1
2024-01-20,Meera Desai,Pune-12,Pune,5th,1
2024-01-21,Meera Desai,Pune-12,Pune,5th,1
2024-01-22,Meera Desai,Pune-12,Pune,5th,1
2024-01-23,Meera Desai,Pune-12,Pune,5th,1
2024-01-24,Meera Desai,Pune-12,Pune,5th,1
2024-01-25,Meera Desai,Pune-12,Pune,5th,1
2024-01-26,Meera Desai,Pune-12,Pune,5th,1
2024-01-27,Meera Desai,Pune-12,Pune,5th,1
2024-01-28,Meera Desai,Pune-12,Pune,5th,1
2024-01-29,Meera Desai,Pune-12,Pune,5th,0
2024-01-30,Meera Desai,Pune-12,Pune,5th,1
2024-01-31,Meera Desai,Pune-12,Pune,5th,1
2024-02-01,Meera Desai,Pune-12,Pune,5th,1
2024-02-02,Meera Desai,Pune-12,Pune,5th,1
2024-02-03,Meera Desai,Pune-12,Pune,5th,1
2024-02-04,Meera Desai,Pune-12,Pune,5th,1
2024-02-05,Meera Desai,Pune-12,Pune,5th,1
2024-02-06,Meera Desai,Pune-12,Pune,5th,1
2024-02-07,Meera Desai,Pune-12,Pune,5th,1
2024-02-08,Meera Desai,Pune-12,Pune,5th,1
2024-02-09,Meera Desai,Pune-12,Pune,5th,1
2024-02-10,Meera Desai,Pune-12,Pune,5th,1
2024-02-11,Meera Desai,Pune-12,Pune,5th,1
2024-02-12,Meera Desai,Pune-12,Pune,5th,1
2024-02-13,Meera Desai,Pune-12,Pune,5th,1
2024-02-14,Meera Desai,Pune-12,Pune,5th,1
2024-02-15,Meera Desai,Pune-12,Pune,5th,1
2024-02-16,Meera Desai,Pune-12,Pune,5th,1
2024-02-17,Meera Desai,Pune-12,Pune,5th,1
2024-02-18,Meera Desai,Pune-12,Pune,5th,1
2024-02-19,Meera Desai,Pune-12,Pune,5th,1
2024-02-20,Meera Desai,Pune-12,Pune,5th,1
2024-02-21,Meera Desai,Pune-12,Pune,5th,1
2024-02-22,Meera Desai,Pune-12,Pune,5th,0
2024-02-23,Meera Desai,Pune-12,Pune,5th,1
2024-02-24,Meera Desai,Pune-12,Pune,5th,1
2024-02-25,Meera Desai,Pune-12,Pune,5th,1
2024-02-26,Meera Desai,Pune-12,Pune,5th,1
2024-02-27,Meera Desai,Pune-12,Pune,5th,1
2024-02-28,Meera Desai,Pune-12,Pune,5th,1
2024-02-29,Meera Desai,Pune-12,Pune,5th,0
2024-03-01,Meera Desai,Pune-12,Pune,5th,1
2024-03-02,Meera Desai,Pune-12,Pune,5th,1
